Band,Capture,Channel,PeakToPeakV,PositivePeakV,NegativePeakV,MaximumAbsoluteV,ThresholdV,SamplesAtOrBeyondThreshold,ThresholdFraction,AutoSaturated,FinalSaturated,DecisionSource,Reason
50Hzto500Hz_400ms_50ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,4.16,2.4,-1.76,2.4,2.3,32,0.0177777777777778,1,1,automático,|V| >= 2.3 V durante el sweep
50Hzto500Hz_400ms_50ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,1,3.04,1.68,-1.36,1.68,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
50Hzto500Hz_400ms_50ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,2,3.32,1.84,-1.48,1.84,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
50Hzto500Hz_400ms_50ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,3,0.864,0.576,-0.288,0.576,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
50Hzto500Hz_400ms_50ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,4,4.16,2.4,-1.76,2.4,2.3,23,0.0127777777777778,1,1,automático,|V| >= 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0006_F0006,1,3.24,1.64,-1.6,1.64,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0006_F0006,2,3.72,1.92,-1.8,1.92,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0006_F0006,3,0.344,0.164,-0.18,0.18,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0006_F0006,4,0.752,0.36,-0.392,0.392,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0007_F0007,1,2.96,1.48,-1.48,1.48,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0007_F0007,2,3.4,1.76,-1.64,1.76,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0007_F0007,3,0.328,0.16,-0.168,0.168,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
100Hzto1kHz_200ms_25ms_div,ALL0007_F0007,4,0.688,0.344,-0.344,0.344,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0005_F0005,1,3.28,1.64,-1.64,1.64,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0005_F0005,2,4.56,2.32,-2.24,2.32,2.3,3,0.00166574125485841,1,1,automático,|V| >= 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0005_F0005,3,0.648,0.32,-0.328,0.328,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0005_F0005,4,0.664,0.32,-0.344,0.344,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,1,3.28,1.64,-1.64,1.64,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,2,4.6,2.36,-2.24,2.36,2.3,3,0.00166574125485841,1,1,automático,|V| >= 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,3,0.688,0.352,-0.336,0.352,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,4,0.688,0.352,-0.336,0.352,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_ALL0000_F0000,1,1.28,0.76,-0.52,0.76,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_ALL0000_F0000,2,1.48,0.82,-0.66,0.82,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_ALL0000_F0000,3,0.7,0.34,-0.36,0.36,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_ALL0000_F0000,4,0.76,0.68,-0.08,0.68,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,1,1.44,0.86,-0.58,0.86,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,2,0.04,0.04,0,0.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,3,0.32,0.36,0.04,0.36,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,4,0.936,0.6,-0.336,0.6,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,1,2.72,1.52,-1.2,1.52,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,2,3.84,2.12,-1.72,2.12,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,3,0.528,0.4,-0.128,0.4,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,4,1.92,1.2,-0.72,1.2,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,1,2.72,1.52,-1.2,1.52,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,2,3.76,2.08,-1.68,2.08,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,3,0.544,0.4,-0.144,0.4,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,1.88,1.24,-0.64,1.24,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,1,2.72,1.52,-1.2,1.52,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,2,3.84,2.08,-1.76,2.08,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,3,0.544,0.408,-0.136,0.408,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
250Hzto2.5kHz_80ms_10ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,4,1.8,1.2,-0.6,1.2,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,1,1.68,0.88,-0.8,0.88,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,2,4.88,2.48,-2.4,2.48,2.3,103,0.0571904497501388,1,1,automático,|V| >= 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,3,1.544,0.76,-0.784,0.784,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,4,0.154,0.076,-0.078,0.078,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,1,1.06,0.56,-0.5,0.56,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,2,4,2.04,-1.96,2.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,3,1.024,0.52,-0.504,0.52,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,4,0.122,0.058,-0.064,0.064,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_ALL0000_F0000,1,1.76,0.96,-0.8,0.96,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_ALL0000_F0000,2,3.14,1.68,-1.46,1.68,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_ALL0000_F0000,3,0.84,0.456,-0.384,0.456,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_ALL0000_F0000,4,0.688,0.712,0.024,0.712,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,1,1.78,1.04,-0.74,1.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,2,4.84,2.44,-2.4,2.44,2.3,99,0.0549694614103276,1,1,automático,|V| >= 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,3,1.42,0.88,-0.54,0.88,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,4,0.176,0.24,0.064,0.24,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,1,1.12,0.68,-0.44,0.68,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,2,3.76,2.08,-1.68,2.08,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,3,0.94,0.66,-0.28,0.66,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,4,0.16,0.184,0.024,0.184,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,1,1.14,0.7,-0.44,0.7,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,2,4,2.12,-1.88,2.12,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,3,1.04,0.7,-0.34,0.7,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,0.056,0.136,0.08,0.136,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,1,0.7,0.48,-0.22,0.48,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,2,0.04,0.04,0,0.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,3,0.18,0.3,0.12,0.3,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
1kHzto10kHz_20ms_2.5ms_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,4,0.504,0.36,-0.144,0.36,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,1,3.2,1.6,-1.6,1.6,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,2,4.84,2.44,-2.4,2.44,2.3,24,0.0133259300388673,1,1,automático,|V| >= 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,3,1.7,0.84,-0.86,0.86,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0001_F0001,4,0.156,0.106,-0.05,0.106,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,1,1.7,0.88,-0.82,0.88,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,2,3.24,1.48,-1.76,1.76,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,3,1.096,0.504,-0.592,0.592,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,ALL0002_F0002,4,0.16,0.052,-0.108,0.108,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_ALL0000_F0000,1,0.82,0.48,-0.34,0.48,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_ALL0000_F0000,2,1.68,0.86,-0.82,0.86,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_ALL0000_F0000,3,0.68,0.352,-0.328,0.352,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_ALL0000_F0000,4,0.384,0.496,0.112,0.496,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,1,3,1.52,-1.48,1.52,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,2,4.48,2.28,-2.2,2.28,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,3,1.6,0.82,-0.78,0.82,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,4,0.12,0.08,-0.04,0.08,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,1,1.74,0.88,-0.86,0.88,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,2,3.64,2.04,-1.6,2.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,3,1.088,0.568,-0.52,0.568,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,4,0.138,0.074,-0.064,0.074,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,1,2.06,1.06,-1,1.06,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,2,4.04,1.92,-2.12,2.12,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,3,1.248,0.568,-0.68,0.68,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,0.142,0.08,-0.062,0.08,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,1,2.38,1.36,-1.02,1.36,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,2,4.48,2.24,-2.24,2.24,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,3,1.3,0.86,-0.44,0.86,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
5kHzto50kHz_4ms_500us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,4,0.128,0.376,0.248,0.376,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,1,3.28,1.64,-1.64,1.64,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,2,0.24,0.14,-0.1,0.14,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,3,0.268,0.116,-0.152,0.152,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,ALL0000_F0000,4,0.174,0.072,-0.102,0.102,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_root_F0000,1,0.34,0.26,-0.08,0.26,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_root_F0000,2,0.62,0.46,-0.16,0.46,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_root_F0000,3,0.552,0.336,-0.216,0.336,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_root_F0000,4,0.56,0.528,-0.032,0.528,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0000_F0000,1,2.76,1.4,-1.36,1.4,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0000_F0000,2,0.224,0.096,-0.128,0.128,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0000_F0000,3,0.248,0.112,-0.136,0.136,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0000_F0000,4,0.22,0.28,0.06,0.28,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,1,4,1.96,-2.04,2.04,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,2,0.032,0.016,-0.016,0.016,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,3,0.272,0.14,-0.132,0.14,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0001_F0001,4,0.18,0.14,-0.04,0.14,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,1,3.88,1.92,-1.96,1.96,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,2,0.088,0.04,-0.048,0.048,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,3,0.304,0.148,-0.156,0.156,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0002_F0002,4,0.2,0.04,-0.16,0.16,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,1,3.68,1.88,-1.8,1.88,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,2,0.032,0.016,-0.016,0.016,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,3,0.232,0.116,-0.116,0.116,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0003_F0003,4,0.16,0.24,0.08,0.24,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,1,3.4,1.72,-1.68,1.72,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,2,0.032,0.016,-0.016,0.016,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,3,0.232,0.116,-0.116,0.116,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
20kHzto200kHz_1ms_100us_div,Osciloscopio_calibracion_2026-07-21_ALL0004_F0004,4,0.2,0.08,-0.12,0.12,2.3,0,0,0,0,automático,|V| < 2.3 V durante el sweep
